fl_date,carrier,tail_num,leg_idx,origin,dest,distance_km,sched_dep_min,sched_arr_min,actual_dep_min,actual_arr_min,dep_delay,arr_delay,carryover_delay,turnaround_buffer,symbolic_state,symbolic_event
2026-09-09,SWA,N760SW,3,DEN,BOS,2815.59,960,1211,976,1229,16,18,16,51,MD,DEN:MD
2026-09-09,SWA,N760SW,4,BOS,ORD,1390.98,1280,1416,1284,1436,4,20,4,53,MD,BOS:MD
2026-09-09,SWA,N760SW,5,ORD,IAH,1489.35,1489,1645,1544,1710,55,65,14,44,SD,ORD:SD
2026-09-09,AAL,N680AA,1,MIA,IAH,1549.36,536,686,536,689,0,3,0,72,ND,MIA:ND
2026-09-09,AAL,N680AA,2,IAH,CLT,1466.22,761,904,762,923,1,19,1,46,MD,IAH:MD
2026-09-09,AAL,N680AA,3,CLT,BWI,580.67,969,1042,969,1053,0,11,0,61,ND,CLT:ND
2026-09-09,AAL,N680AA,4,BWI,JFK,295.51,1114,1181,1114,1183,0,2,0,65,ND,BWI:ND
2026-09-09,AAL,N680AA,5,JFK,BOS,299.83,1248,1296,1248,1302,0,6,0,57,ND,JFK:ND
2026-09-09,SWA,N333SW,1,PHX,IAH,1621.03,509,675,522,689,13,14,13,45,ND,PHX:ND
2026-09-09,SWA,N333SW,2,IAH,MIA,1549.36,734,889,766,917,32,28,10,44,MD,IAH:MD
2026-09-09,SWA,N333SW,3,MIA,EWR,1749.72,961,1137,977,1155,16,18,16,49,MD,MIA:MD
2026-09-09,SWA,N333SW,4,EWR,LAX,3940.63,1204,1555,1310,1683,106,128,11,46,CD,EWR:CD
2026-09-09,SWA,N333SW,5,LAX,CLT,3412.6,1729,2036,1798,2105,69,69,69,68,SD,LAX:SD
2026-09-09,DAL,N235DA,1,DFW,LAX,1982.96,366,551,366,562,0,11,0,62,ND,DFW:ND
2026-09-09,DAL,N235DA,2,LAX,EWR,3940.63,624,983,624,983,0,0,0,60,ND,LAX:ND
2026-09-09,DAL,N235DA,3,EWR,MSP,1618.5,1043,1206,1043,1206,0,0,0,66,ND,EWR:ND
2026-09-09,DAL,N235DA,4,MSP,IAH,1666.53,1272,1447,1272,1447,0,0,0,55,ND,MSP:ND
2026-09-09,DAL,N235DA,5,IAH,ORD,1489.35,1502,1658,1511,1668,9,10,0,50,ND,IAH:ND
2026-09-09,UAL,N604UA,1,JFK,DFW,2235.03,436,654,436,676,0,22,0,44,MD,JFK:MD
2026-09-09,UAL,N604UA,2,DFW,LAX,1982.96,720,910,720,910,0,0,0,71,ND,DFW:ND
2026-09-09,UAL,N604UA,3,LAX,EWR,3940.63,981,1335,990,1336,9,1,0,46,ND,LAX:ND
2026-09-09,UAL,N604UA,4,EWR,LAS,3575.53,1382,1705,1382,1709,0,4,0,61,ND,EWR:ND
2026-09-09,UAL,N604UA,5,LAS,SFO,665.02,1770,1858,1790,1896,20,38,0,68,MD,LAS:MD
2026-09-09,AAL,N407AA,1,CLT,SFO,3687.27,441,769,441,786,0,17,0,71,MD,CLT:MD
2026-09-09,AAL,N407AA,2,SFO,DTW,3337.38,857,1155,857,1173,0,18,0,60,MD,SFO:MD
2026-09-09,AAL,N407AA,3,DTW,BWI,657.09,1233,1322,1235,1334,2,12,0,63,ND,DTW:ND
2026-09-09,AAL,N407AA,4,BWI,LAX,3739.99,1397,1727,1421,1767,24,40,0,74,MD,BWI:MD
2026-09-09,AAL,N407AA,5,LAX,SLC,949.5,1841,1958,1869,1992,28,34,28,41,MD,LAX:MD
2026-09-09,AAL,N548AA,1,MCO,DFW,1582.71,437,595,437,609,0,14,0,56,ND,MCO:ND
2026-09-09,AAL,N548AA,2,DFW,EWR,2204.25,665,879,670,895,5,16,0,64,MD,DFW:MD
2026-09-09,AAL,N548AA,3,EWR,DTW,783.32,959,1061,959,1082,0,21,0,65,MD,EWR:MD
2026-09-09,AAL,N548AA,4,DTW,JFK,816.97,1147,1250,1208,1333,61,83,0,74,SD,DTW:SD
2026-09-09,AAL,N548AA,5,JFK,CLT,870.66,1407,1512,1437,1563,30,51,30,74,SD,JFK:SD
2026-09-09,DAL,N211DA,1,SEA,PHX,1781.91,444,624,460,640,16,16,0,46,MD,SEA:MD
2026-09-09,DAL,N211DA,2,PHX,LAX,594.56,686,765,686,774,0,9,0,72,ND,PHX:ND
2026-09-09,DAL,N211DA,3,LAX,ORD,2801.93,846,1113,846,1117,0,4,0,54,ND,LAX:ND
2026-09-09,DAL,N211DA,4,ORD,MIA,1929.51,1171,1364,1188,1373,17,9,0,72,ND,ORD:ND
2026-09-09,DAL,N211DA,5,MIA,DTW,1847.28,1445,1632,1475,1683,30,51,5,46,SD,MIA:SD
2026-09-09,DAL,N218DA,1,JFK,PHX,3457.99,412,729,420,732,8,3,0,70,ND,JFK:ND
2026-09-09,DAL,N218DA,2,PHX,MCO,2969.54,802,1078,817,1094,15,16,0,68,MD,PHX:MD
2026-09-09,DAL,N218DA,3,MCO,CLT,755.04,1162,1248,1213,1301,51,53,9,47,SD,MCO:SD
2026-09-09,DAL,N218DA,4,CLT,MSP,1496.28,1348,1512,1385,1546,37,34,37,46,MD,CLT:MD
2026-09-09,DAL,N218DA,5,MSP,MIA,2418.24,1592,1817,1610,1832,18,15,0,73,MD,MSP:MD
2026-09-09,UAL,N673UA,1,EWR,MSP,1618.5,523,690,548,726,25,36,0,65,MD,EWR:MD
2026-09-09,UAL,N673UA,2,MSP,SEA,2244.65,791,1001,793,1007,2,6,2,68,ND,MSP:ND
2026-09-09,UAL,N673UA,3,SEA,MIA,4379.54,1075,1450,1088,1479,13,29,0,53,MD,SEA:MD
2026-09-09,UAL,N673UA,4,MIA,LAX,3762.88,1532,1860,1551,1888,19,28,19,46,MD,MIA:MD
2026-09-09,UAL,N673UA,5,LAX,DFW,1982.96,1934,2122,1940,2134,6,12,2,63,ND,LAX:ND
2026-09-09,DAL,N368DA,1,DTW,BOS,1014.75,389,506,389,517,0,11,0,62,ND,DTW:ND
2026-09-09,DAL,N368DA,2,BOS,CLT,1170.46,579,702,579,712,0,10,0,59,ND,BOS:ND
2026-09-09,DAL,N368DA,3,CLT,MIA,1049.17,771,881,804,913,33,32,4,48,MD,CLT:MD
2026-09-09,DAL,N368DA,4,MIA,SLC,3357.7,961,1263,1008,1324,47,61,21,47,SD,MIA:SD
2026-09-09,DAL,N368DA,5,SLC,MCO,3103.38,1371,1648,1387,1675,16,27,16,72,MD,SLC:MD
2026-09-09,AAL,N688AA,1,MIA,EWR,1749.72,402,581,412,593,10,12,0,58,ND,MIA:ND
2026-09-09,AAL,N688AA,2,EWR,LAX,3940.63,651,1005,659,1035,8,30,8,43,MD,EWR:MD
2026-09-09,AAL,N688AA,3,LAX,DTW,3178.0,1078,1357,1098,1395,20,38,0,71,MD,LAX:MD
2026-09-09,AAL,N688AA,4,DTW,IAH,1730.29,1466,1641,1466,1648,0,7,0,75,ND,DTW:ND
2026-09-09,AAL,N688AA,5,IAH,LAS,1963.17,1723,1918,1723,1936,0,18,0,71,MD,IAH:MD
2026-09-09,SWA,N600SW,1,LAX,DFW,1982.96,430,620,470,676,40,56,0,74,SD,LAX:SD
2026-09-09,SWA,N600SW,2,DFW,ATL,1174.74,750,882,764,891,14,9,14,71,ND,DFW:ND
2026-09-09,SWA,N600SW,3,ATL,SEA,3504.75,962,1285,999,1331,37,46,4,47,SD,ATL:SD
2026-09-09,SWA,N600SW,4,SEA,MCO,4104.64,1378,1742,1382,1742,4,0,4,74,ND,SEA:ND
2026-09-09,SWA,N600SW,5,MCO,IAH,1371.65,1816,1964,1862,2015,46,51,0,74,SD,MCO:SD
2026-09-09,DAL,N853DA,1,SEA,MCO,4104.64,382,749,382,749,0,0,0,47,ND,SEA:ND
2026-09-09,DAL,N853DA,2,MCO,ORD,1619.56,796,956,796,967,0,11,0,62,ND,MCO:ND
2026-09-09,DAL,N853DA,3,ORD,MSP,537.35,1029,1116,1032,1116,3,0,0,67,ND,ORD:ND
2026-09-09,DAL,N853DA,4,MSP,LAS,2087.72,1183,1381,1183,1391,0,10,0,53,ND,MSP:ND
2026-09-09,DAL,N853DA,5,LAS,LAX,380.24,1444,1510,1490,1565,46,55,0,74,SD,LAS:SD
2026-09-09,AAL,N431AA,1,MCO,BWI,1268.78,465,592,465,592,0,0,0,57,ND,MCO:ND
2026-09-09,AAL,N431AA,2,BWI,LAS,3381.13,649,948,699,1000,50,52,0,55,SD,BWI:SD
2026-09-09,AAL,N431AA,3,LAS,BOS,3822.26,1055,1392,1072,1419,17,27,17,65,MD,LAS:MD
2026-09-09,AAL,N431AA,4,BOS,DEN,2815.59,1484,1754,1491,1765,7,11,7,57,ND,BOS:ND
2026-09-09,AAL,N431AA,5,DEN,DFW,1031.3,1822,1943,1829,1970,7,27,7,44,MD,DEN:MD
2026-09-09,DAL,N512DA,1,BOS,LAS,3822.26,508,838,509,845,1,7,1,45,ND,BOS:ND
2026-09-09,DAL,N512DA,2,LAS,PHX,411.31,890,967,890,984,0,17,0,62,MD,LAS:MD
2026-09-09,DAL,N512DA,3,PHX,MSP,2051.64,1046,1252,1063,1274,17,22,0,65,MD,PHX:MD
2026-09-09,DAL,N512DA,4,MSP,DTW,848.05,1339,1437,1357,1473,18,36,0,71,MD,MSP:MD
2026-09-09,DAL,N512DA,5,DTW,LAX,3178.0,1544,1832,1553,1837,9,5,9,61,ND,DTW:ND
2026-09-09,SWA,N907SW,1,CLT,ORD,964.31,391,498,391,520,0,22,0,68,MD,CLT:MD
2026-09-09,SWA,N907SW,2,ORD,SLC,2006.04,588,786,596,815,8,29,8,52,MD,ORD:MD
2026-09-09,SWA,N907SW,3,SLC,DEN,627.77,867,946,901,1001,34,55,6,59,SD,SLC:SD
2026-09-09,SWA,N907SW,4,DEN,MSP,1092.86,1060,1180,1099,1219,39,39,39,45,MD,DEN:MD
2026-09-09,SWA,N907SW,5,MSP,ATL,1459.62,1264,1407,1274,1429,10,22,10,63,MD,MSP:MD
2026-09-09,AAL,N153AA,1,MIA,MCO,309.97,384,433,384,433,0,0,0,53,ND,MIA:ND
2026-09-09,AAL,N153AA,2,MCO,SEA,4104.64,486,857,486,863,0,6,0,54,ND,MCO:ND
2026-09-09,AAL,N153AA,3,SEA,EWR,3854.51,917,1250,921,1272,4,22,4,40,MD,SEA:MD
2026-09-09,AAL,N153AA,4,EWR,DFW,2204.25,1312,1516,1312,1523,0,7,0,67,ND,EWR:ND
2026-09-09,AAL,N153AA,5,DFW,PHX,1393.44,1590,1728,1590,1743,0,15,0,54,MD,DFW:MD
2026-09-09,DAL,N205DA,1,CLT,PHX,2848.18,394,666,399,681,5,15,0,49,MD,CLT:MD
2026-09-09,DAL,N205DA,2,PHX,MCO,2969.54,730,992,735,1012,5,20,5,50,MD,PHX:MD
2026-09-09,DAL,N205DA,3,MCO,JFK,1521.35,1062,1214,1072,1235,10,21,10,49,MD,MCO:MD
2026-09-09,DAL,N205DA,4,JFK,MIA,1756.9,1284,1463,1329,1503,45,40,7,53,MD,JFK:MD
2026-09-09,DAL,N205DA,5,MIA,DTW,1847.28,1556,1732,1582,1762,26,30,26,47,MD,MIA:MD
2026-09-09,UAL,N539UA,1,CLT,JFK,870.66,501,614,501,628,0,14,0,58,ND,CLT:ND
2026-09-09,UAL,N539UA,2,JFK,SEA,3886.59,686,1021,694,1040,8,19,0,59,MD,JFK:MD
2026-09-09,UAL,N539UA,3,SEA,LAS,1394.76,1099,1251,1105,1258,6,7,6,52,ND,SEA:ND
2026-09-09,UAL,N539UA,4,LAS,DFW,1694.7,1310,1490,1315,1512,5,22,5,43,MD,LAS:MD
2026-09-09,UAL,N539UA,5,DFW,DEN,1031.3,1555,1669,1555,1669,0,0,0,71,ND,DFW:ND
2026-09-09,SWA,N753SW,1,BWI,DFW,1954.81,441,626,441,636,0,10,0,64,ND,BWI:ND
2026-09-09,SWA,N753SW,2,DFW,BOS,2508.97,700,938,700,938,0,0,0,63,ND,DFW:ND
2026-09-09,SWA,N753SW,3,BOS,ATL,1521.01,1001,1162,1033,1188,32,26,0,44,MD,BOS:MD
2026-09-09,SWA,N753SW,4,ATL,PHX,2548.87,1232,1460,1247,1496,15,36,7,56,MD,ATL:MD
2026-09-09,SWA,N753SW,5,PHX,MSP,2051.64,1552,1742,1557,1759,5,17,5,65,MD,PHX:MD
2026-09-09,SWA,N533SW,1,MIA,DFW,1802.65,439,610,439,627,0,17,0,72,MD,MIA:MD
2026-09-09,SWA,N533SW,2,DFW,IAH,361.63,699,756,727,794,28,38,0,74,MD,DFW:MD
2026-09-09,SWA,N533SW,3,IAH,JFK,2277.28,868,1095,904,1136,36,41,27,44,MD,IAH:MD
2026-09-09,SWA,N533SW,4,JFK,LAS,3609.32,1180,1500,1224,1565,44,65,29,43,SD,JFK:SD
2026-09-09,SWA,N533SW,5,LAS,ORD,2431.39,1608,1840,1652,1895,44,55,44,47,SD,LAS:SD
2026-09-09,DAL,N416DA,1,LAX,DEN,1384.92,487,633,487,651,0,18,0,73,MD,LAX:MD
2026-09-09,DAL,N416DA,2,DEN,ATL,1926.35,724,911,731,933,7,22,7,50,MD,DEN:MD
2026-09-09,DAL,N416DA,3,ATL,JFK,1221.92,983,1113,996,1118,13,5,13,47,ND,ATL:ND
2026-09-09,DAL,N416DA,4,JFK,IAH,2277.28,1165,1382,1180,1391,15,9,0,67,ND,JFK:ND
2026-09-09,DAL,N416DA,5,IAH,DFW,361.63,1458,1519,1464,1533,6,14,6,44,ND,IAH:ND
2026-09-09,UAL,N156UA,1,DTW,SLC,2377.74,386,619,392,633,6,14,0,47,ND,DTW:ND
2026-09-09,UAL,N156UA,2,SLC,LAX,949.5,680,780,690,782,10,2,10,42,ND,SLC:ND
2026-09-09,UAL,N156UA,3,LAX,PHX,594.56,824,903,825,908,1,5,1,42,ND,LAX:ND
2026-09-09,UAL,N156UA,4,PHX,IAH,1621.03,950,1108,950,1127,0,19,0,51,MD,PHX:MD
2026-09-09,UAL,N156UA,5,IAH,JFK,2277.28,1178,1386,1178,1400,0,14,0,75,ND,IAH:ND
2026-09-09,SWA,N329SW,1,CLT,SEA,3660.38,379,714,389,737,10,23,0,63,MD,CLT:MD
2026-09-09,SWA,N329SW,2,SEA,EWR,3854.51,800,1134,830,1172,30,38,10,51,MD,SEA:MD
2026-09-09,SWA,N329SW,3,EWR,BWI,271.19,1223,1270,1252,1305,29,35,7,65,MD,EWR:MD
2026-09-09,SWA,N329SW,4,BWI,LAS,3381.13,1370,1674,1396,1709,26,35,11,59,MD,BWI:MD
2026-09-09,SWA,N329SW,5,LAS,IAH,1963.17,1768,1964,1793,1990,25,26,25,40,MD,LAS:MD
2026-09-09,UAL,N857UA,1,BWI,SEA,3748.12,410,751,422,784,12,33,0,55,MD,BWI:MD
2026-09-09,UAL,N857UA,2,SEA,MSP,2244.65,839,1056,867,1087,28,31,23,41,MD,SEA:MD
2026-09-09,UAL,N857UA,3,MSP,PHX,2051.64,1128,1337,1150,1351,22,14,22,40,ND,MSP:ND
2026-09-09,UAL,N857UA,4,PHX,DTW,2683.7,1391,1642,1401,1660,10,18,0,59,MD,PHX:MD
2026-09-09,UAL,N857UA,5,DTW,MIA,1847.28,1719,1898,1719,1898,0,0,0,66,ND,DTW:ND
2026-09-09,AAL,N828AA,1,LAS,DFW,1694.7,455,629,455,637,0,8,0,45,ND,LAS:ND
2026-09-09,AAL,N828AA,2,DFW,ORD,1290.0,682,814,683,825,1,11,0,65,ND,DFW:ND
2026-09-09,AAL,N828AA,3,ORD,SEA,2761.75,890,1136,890,1136,0,0,0,67,ND,ORD:ND
2026-09-09,AAL,N828AA,4,SEA,EWR,3854.51,1203,1543,1229,1571,26,28,0,58,MD,SEA:MD
2026-09-09,AAL,N828AA,5,EWR,PHX,3424.67,1629,1939,1665,1975,36,36,5,60,MD,EWR:MD
2026-09-09,AAL,N176AA,1,SFO,JFK,4152.06,475,846,475,855,0,9,0,60,ND,SFO:ND
2026-09-09,AAL,N176AA,2,JFK,DEN,2610.01,915,1159,915,1165,0,6,0,53,ND,JFK:ND
2026-09-09,AAL,N176AA,3,DEN,SLC,627.77,1218,1301,1271,1371,53,70,2,47,SD,DEN:SD
2026-09-09,AAL,N176AA,4,SLC,IAH,1922.4,1418,1605,1468,1674,50,69,50,42,SD,SLC:SD
2026-09-09,AAL,N176AA,5,IAH,DFW,361.63,1716,1779,1778,1840,62,61,45,49,SD,IAH:SD
2026-09-09,UAL,N505UA,1,BOS,ORD,1390.98,463,613,463,613,0,0,0,75,ND,BOS:ND
2026-09-09,UAL,N505UA,2,ORD,MCO,1619.56,688,845,709,883,21,38,0,69,MD,ORD:MD
2026-09-09,UAL,N505UA,3,MCO,LAS,3276.28,952,1243,1032,1341,80,98,25,47,CD,MCO:CD
2026-09-09,UAL,N505UA,4,LAS,LAX,380.24,1388,1450,1488,1554,100,104,67,48,CD,LAS:CD
2026-09-09,UAL,N505UA,5,LAX,ATL,3125.8,1602,1888,1676,1962,74,74,74,45,SD,LAX:SD
2026-09-09,DAL,N122DA,1,DFW,SFO,2352.0,444,660,444,660,0,0,0,42,ND,DFW:ND
2026-09-09,DAL,N122DA,2,SFO,MSP,2551.59,702,936,702,940,0,4,0,67,ND,SFO:ND
2026-09-09,DAL,N122DA,3,MSP,JFK,1651.36,1007,1179,1009,1186,2,7,2,41,ND,MSP:ND
2026-09-09,DAL,N122DA,4,JFK,BWI,295.51,1227,1280,1328,1378,101,98,0,62,CD,JFK:CD
2026-09-09,DAL,N122DA,5,BWI,IAH,1985.05,1440,1631,1498,1685,58,54,58,57,SD,BWI:SD
2026-09-09,DAL,N728DA,1,BWI,SEA,3748.12,500,839,538,881,38,42,0,43,MD,BWI:MD
2026-09-09,DAL,N728DA,2,SEA,MCO,4104.64,924,1281,941,1318,17,37,9,66,MD,SEA:MD
2026-09-09,DAL,N728DA,3,MCO,DTW,1543.9,1384,1548,1400,1581,16,33,16,55,MD,MCO:MD
2026-09-09,DAL,N728DA,4,DTW,EWR,783.32,1636,1740,1659,1780,23,40,23,41,MD,DTW:MD
2026-09-09,DAL,N728DA,5,EWR,MSP,1618.5,1821,1986,1824,1996,3,10,3,70,ND,EWR:ND
2026-09-09,UAL,N679UA,1,BOS,CLT,1170.46,441,578,447,601,6,23,0,54,MD,BOS:MD
2026-09-09,UAL,N679UA,2,CLT,MIA,1049.17,655,771,671,794,16,23,16,43,MD,CLT:MD
2026-09-09,UAL,N679UA,3,MIA,LAS,3494.55,837,1157,837,1157,0,0,0,62,ND,MIA:ND
2026-09-09,UAL,N679UA,4,LAS,LAX,380.24,1219,1279,1237,1296,18,17,0,46,MD,LAS:MD
2026-09-09,UAL,N679UA,5,LAX,ATL,3125.8,1342,1625,1342,1646,0,21,0,74,MD,LAX:MD
2026-09-09,DAL,N882DA,1,SEA,SLC,1106.6,420,551,420,565,0,14,0,60,ND,SEA:ND
2026-09-09,DAL,N882DA,2,SLC,MIA,3357.7,625,929,635,942,10,13,10,41,ND,SLC:ND
2026-09-09,DAL,N882DA,3,MIA,PHX,3168.32,983,1279,988,1282,5,3,5,49,ND,MIA:ND
2026-09-09,DAL,N882DA,4,PHX,LAX,594.56,1331,1418,1349,1443,18,25,0,74,MD,PHX:MD
2026-09-09,DAL,N882DA,5,LAX,DFW,1982.96,1517,1701,1545,1740,28,39,18,45,MD,LAX:MD
2026-09-09,AAL,N120AA,1,BOS,DTW,1014.75,393,509,393,528,0,19,0,51,MD,BOS:MD
2026-09-09,AAL,N120AA,2,DTW,ATL,958.15,579,690,604,725,25,35,13,43,MD,DTW:MD
2026-09-09,AAL,N120AA,3,ATL,CLT,364.34,768,826,791,868,23,42,23,47,MD,ATL:MD
2026-09-09,AAL,N120AA,4,CLT,SFO,3687.27,915,1245,945,1297,30,52,30,44,SD,CLT:SD
2026-09-09,AAL,N120AA,5,SFO,MIA,4154.25,1341,1710,1415,1786,74,76,36,46,SD,SFO:SD
2026-09-09,AAL,N261AA,1,EWR,DTW,783.32,530,635,530,650,0,15,0,51,MD,EWR:MD
2026-09-09,AAL,N261AA,2,DTW,CLT,806.1,701,799,719,809,18,10,7,48,ND,DTW:ND
2026-09-09,AAL,N261AA,3,CLT,LAX,3412.6,857,1173,857,1189,0,16,0,65,MD,CLT:MD
2026-09-09,AAL,N261AA,4,LAX,PHX,594.56,1254,1344,1296,1388,42,44,11,42,MD,LAX:MD
2026-09-09,AAL,N261AA,5,PHX,DEN,967.86,1430,1551,1452,1568,22,17,22,54,MD,PHX:MD
2026-09-09,SWA,N244SW,1,CLT,DFW,1503.34,522,669,522,669,0,0,0,61,ND,CLT:ND
2026-09-09,SWA,N244SW,2,DFW,SEA,2667.82,730,974,730,977,0,3,0,55,ND,DFW:ND
2026-09-09,SWA,N244SW,3,SEA,PHX,1781.91,1032,1207,1033,1207,1,0,1,46,ND,SEA:ND
2026-09-09,SWA,N244SW,4,PHX,BWI,3209.54,1253,1546,1253,1546,0,0,0,68,ND,PHX:ND
2026-09-09,SWA,N244SW,5,BWI,SLC,2993.56,1614,1891,1614,1894,0,3,0,71,ND,BWI:ND
2026-09-09,SWA,N203SW,1,DTW,SLC,2377.74,368,592,371,617,3,25,0,41,MD,DTW:MD
2026-09-09,SWA,N203SW,2,SLC,SEA,1106.6,658,774,700,836,42,62,18,44,SD,SLC:SD
2026-09-09,SWA,N203SW,3,SEA,LAX,1537.13,880,1039,919,1087,39,48,39,50,SD,SEA:SD
2026-09-09,SWA,N203SW,4,LAX,MSP,2467.47,1137,1361,1155,1390,18,29,18,61,MD,LAX:MD
2026-09-09,SWA,N203SW,5,MSP,ORD,537.35,1451,1533,1471,1565,20,32,20,41,MD,MSP:MD
2026-09-09,AAL,N721AA,1,EWR,LAX,3940.63,408,761,408,776,0,15,0,75,MD,EWR:MD
2026-09-09,AAL,N721AA,2,LAX,ORD,2801.93,851,1117,851,1118,0,1,0,56,ND,LAX:ND
2026-09-09,AAL,N721AA,3,ORD,DEN,1426.0,1174,1320,1201,1357,27,37,0,46,MD,ORD:MD
2026-09-09,AAL,N721AA,4,DEN,CLT,2148.18,1403,1616,1403,1619,0,3,0,71,ND,DEN:ND
2026-09-09,AAL,N721AA,5,CLT,BOS,1170.46,1690,1808,1694,1830,4,22,0,67,MD,CLT:MD
2026-09-09,SWA,N304SW,1,DEN,ATL,1926.35,481,663,481,670,0,7,0,59,ND,DEN:ND
2026-09-09,SWA,N304SW,2,ATL,SFO,3434.95,729,1043,765,1088,36,45,0,56,SD,ATL:SD
2026-09-09,SWA,N304SW,3,SFO,LAX,543.66,1144,1224,1170,1254,26,30,26,51,MD,SFO:MD
2026-09-09,SWA,N304SW,4,LAX,MCO,3562.38,1305,1625,1320,1640,15,15,15,51,MD,LAX:MD
2026-09-09,SWA,N304SW,5,MCO,ORD,1619.56,1691,1859,1701,1887,10,28,0,69,MD,MCO:MD
2026-09-09,UAL,N677UA,1,ORD,JFK,1188.05,498,631,498,649,0,18,0,54,MD,ORD:MD
2026-09-09,UAL,N677UA,2,JFK,DEN,2610.01,703,948,703,957,0,9,0,73,ND,JFK:ND
2026-09-09,UAL,N677UA,3,DEN,DFW,1031.3,1030,1152,1030,1152,0,0,0,55,ND,DEN:ND
2026-09-09,UAL,N677UA,4,DFW,PHX,1393.44,1207,1355,1207,1375,0,20,0,42,MD,DFW:MD
2026-09-09,UAL,N677UA,5,PHX,MIA,3168.32,1417,1711,1444,1754,27,43,10,49,MD,PHX:MD
2026-09-09,SWA,N277SW,1,LAX,SFO,543.66,380,461,395,488,15,27,15,52,MD,LAX:MD
2026-09-09,SWA,N277SW,2,SFO,SLC,962.09,540,645,594,714,54,69,8,56,SD,SFO:SD
2026-09-09,SWA,N277SW,3,SLC,JFK,3193.68,770,1052,819,1105,49,53,49,45,SD,SLC:SD
2026-09-09,SWA,N277SW,4,JFK,ORD,1188.05,1150,1287,1173,1318,23,31,23,60,MD,JFK:MD
2026-09-09,SWA,N277SW,5,ORD,IAH,1489.35,1378,1536,1400,1569,22,33,22,40,MD,ORD:MD
2026-09-09,SWA,N215SW,1,EWR,JFK,33.86,385,421,385,441,0,20,0,74,MD,EWR:MD
2026-09-09,SWA,N215SW,2,JFK,SLC,3193.68,515,808,518,818,3,10,3,56,ND,JFK:ND
2026-09-09,SWA,N215SW,3,SLC,DEN,627.77,874,967,884,977,10,10,0,70,ND,SLC:ND
2026-09-09,SWA,N215SW,4,DEN,BOS,2815.59,1047,1309,1050,1325,3,16,3,49,MD,DEN:MD
2026-09-09,SWA,N215SW,5,BOS,MCO,1805.67,1374,1555,1385,1586,11,31,11,42,MD,BOS:MD
2026-09-09,UAL,N807UA,1,SEA,ORD,2761.75,446,700,446,707,0,7,0,59,ND,SEA:ND
2026-09-09,UAL,N807UA,2,ORD,DTW,376.5,766,824,777,850,11,26,0,54,MD,ORD:MD
2026-09-09,UAL,N807UA,3,DTW,LAS,2807.85,904,1167,932,1200,28,33,3,60,MD,DTW:MD
2026-09-09,UAL,N807UA,4,LAS,PHX,411.31,1260,1336,1293,1367,33,31,23,45,MD,LAS:MD
2026-09-09,UAL,N807UA,5,PHX,ATL,2548.87,1412,1653,1412,1672,0,19,0,71,MD,PHX:MD
2026-09-09,UAL,N940UA,1,ORD,BOS,1390.98,489,637,489,645,0,8,0,48,ND,ORD:ND
2026-09-09,UAL,N940UA,2,BOS,LAX,4192.75,693,1071,730,1128,37,57,5,41,SD,BOS:SD
2026-09-09,UAL,N940UA,3,LAX,DFW,1982.96,1169,1358,1261,1456,92,98,41,43,CD,LAX:CD
2026-09-09,UAL,N940UA,4,DFW,MCO,1582.71,1499,1651,1551,1703,52,52,52,63,SD,DFW:SD
2026-09-09,UAL,N940UA,5,MCO,PHX,2969.54,1766,2039,1779,2064,13,25,13,69,MD,MCO:MD
2026-09-09,DAL,N797DA,1,ATL,SEA,3504.75,481,804,494,814,13,10,0,75,ND,ATL:ND
2026-09-09,DAL,N797DA,2,SEA,PHX,1781.91,889,1064,908,1087,19,23,7,45,MD,SEA:MD
2026-09-09,DAL,N797DA,3,PHX,DTW,2683.7,1132,1372,1143,1399,11,27,11,50,MD,PHX:MD
2026-09-09,DAL,N797DA,4,DTW,MSP,848.05,1449,1547,1459,1570,10,23,10,54,MD,DTW:MD
2026-09-09,DAL,N797DA,5,MSP,DFW,1372.59,1624,1764,1628,1776,4,12,4,57,ND,MSP:ND
2026-09-09,DAL,N985DA,1,ATL,DTW,958.15,424,544,424,558,0,14,0,59,ND,ATL:ND
2026-09-09,DAL,N985DA,2,DTW,JFK,816.97,617,727,617,731,0,4,0,57,ND,DTW:ND
2026-09-09,DAL,N985DA,3,JFK,LAX,3974.34,788,1141,819,1178,31,37,0,69,MD,JFK:MD
2026-09-09,DAL,N985DA,4,LAX,BWI,3739.99,1247,1580,1247,1584,0,4,0,73,ND,LAX:ND
2026-09-09,DAL,N985DA,5,BWI,DEN,2393.68,1657,1891,1673,1920,16,29,1,46,MD,BWI:MD
2026-09-09,UAL,N674UA,1,BWI,MCO,1268.78,446,580,446,580,0,0,0,60,ND,BWI:ND
2026-09-09,UAL,N674UA,2,MCO,SLC,3103.38,640,933,684,985,44,52,0,59,SD,MCO:SD
2026-09-09,UAL,N674UA,3,SLC,DEN,627.77,1044,1126,1081,1180,37,54,37,43,SD,SLC:SD
2026-09-09,UAL,N674UA,4,DEN,DTW,1802.36,1223,1411,1241,1442,18,31,18,65,MD,DEN:MD
2026-09-09,UAL,N674UA,5,DTW,ORD,376.5,1507,1566,1529,1589,22,23,22,41,MD,DTW:MD
2026-09-09,UAL,N528UA,1,MIA,BWI,1525.57,416,580,416,593,0,13,0,70,ND,MIA:ND
2026-09-09,UAL,N528UA,2,BWI,ORD,998.05,663,778,666,778,3,0,0,72,ND,BWI:ND
